order_id,user_id,product_id,order_time,quantity,amount,payment_method,promotion_type,order_status,shipping_city,fulfillment_time,gender,age,user_province_name,product_name,brand,category,price,is_hot,launch_date,product_region_id,product_province_name,product_region_level,description
3000013,194000,200478,2024-08-05 03:25:38,1,8502.62,Alipay,,Delivered,广州市,43,Unknown,40,山东省,小米 Xiaomi 14 Ultra,小米,3C电子,8502.62,1,2022-08-03 22:15:47,22,贵州省,二线,6.7英寸OLED直屏显示细腻，刷新率高达120Hz，游戏观影体验流畅；A17 Pro性能强劲，轻松运行大型应用；3200万前置人像系统加持，暗光拍摄清晰明亮；NFC一应俱全，生活办公好帮手。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000014,154991,200498,2024-08-14 16:13:54,1,107.3,Cash,,Delivered,杭州市,56,Unknown,28,天津市,Lancôme 持妆粉底液,Lancôme,美妆护肤,107.3,0,2021-07-28 21:23:06,22,贵州省,二线,含维生素C核心成分，主打深层补水；质地丝滑膏状，易吸收不黏腻，油皮适用；坚持使用12小时不脱妆，肌肤状态明显改善，无防腐剂，敏感肌也能安心用。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000015,116870,200504,2024-12-03 03:18:46,2,1345.75,WeChatPay,Coupon,Delivered,成都市,39,M,18,湖北省,李宁 悟道2.0跑鞋,李宁,服装鞋帽,747.64,0,2024-03-27 05:46:01,26,青海省,三线,专为户外出行打造，新疆长绒棉透气不闷汗；微喇宽松不束缚，刺绣logo确保耐穿；防风保暖，抽绳调节提升时尚感，搭配各种服饰都百搭。，国潮兴起，运动时尚结合，品质可靠，售后无忧。
3000016,138440,200090,2024-01-10 01:51:53,2,366.28,Cash,,Delivered,上海市,37,M,40,广东省,三只松鼠 碧根果,三只松鼠,食品生鲜,183.14,1,2024-06-15 21:23:43,30,西藏自治区,三线,科尔沁牛肉新鲜采摘，低温锁鲜锁鲜；无蔗糖，健康无负担；口感醇厚浓郁，咬一口满满的幸福感；常温密封保存，家庭常备零食/食材。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000017,132874,200834,2024-06-04 21:40:16,1,53.02,DebitCard,FlashSale,Delivered,广州市,56,F,54,澳门特别行政区,全棉时代 纯棉柔巾,全棉时代,家居日用,66.27,0,2023-07-08 12:23:18,16,河南省,新一线,记忆棉天然环保，无甲醛无异味；直径20cm设计，办公室使用刚好；防滑耐磨，精梳棉织造确保品质，日常使用便捷耐用，提升生活幸福感。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
3000018,180295,200981,2024-07-15 23:19:58,1,218.54,WeChatPay,,Paid,南京市,33,Unknown,30,贵州省,Lancôme 小黑瓶精华,Lancôme,美妆护肤,218.54,0,2023-10-07 15:15:36,16,河南省,新一线,神经酰胺与神经酰胺复配，美白淡斑效果加倍；清爽乳液状上脸舒适，24小时保湿；通过皮肤科测试，无防腐剂配方温和，日常通勤/约会必备。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000019,192831,200689,2024-03-23 08:17:17,1,239.0,CreditCard,FlashSale,Pending,北京市,38,M,47,北京市,Nike Dunk Low,Nike,服装鞋帽,298.75,0,2021-08-01 20:58:52,10,江苏省,新一线,专为休闲约会打造，羊毛混纺透气不闷汗；直筒宽松不束缚，无缝拼接确保耐穿；防水防污，抽绳调节提升时尚感，搭配各种服饰都百搭。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000020,117887,200028,2024-11-30 21:51:04,1,268.2,WeChatPay,,Delivered,广州市,54,F,22,新疆维吾尔自治区,Nike 运动T恤,Nike,服装鞋帽,268.2,0,2023-06-07 03:26:25,21,四川省,新一线,专为运动健身打造，网眼透气布透气不闷汗；棒球帽型宽松不束缚，防滑橡胶底确保耐穿；防风保暖，撞色设计提升时尚感，搭配各种服饰都百搭。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000021,159179,200919,2024-10-13 22:25:23,1,216.46,WeChatPay,,Delivered,南京市,50,F,37,吉林省,完美日记 小金盖粉底液,完美日记,美妆护肤,216.46,0,2024-01-11 14:51:03,19,广东省,一线,含胜肽核心成分，主打深层补水；质地丝滑膏状，易吸收不黏腻，油皮适用；坚持使用8小时持妆，肌肤状态明显改善，无香精，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000022,144164,200406,2024-11-12 21:30:41,1,157.32,WeChatPay,,Shipped,成都市,41,F,29,天津市,三只松鼠 碧根果,三只松鼠,食品生鲜,157.32,0,2024-05-24 14:19:42,15,山东省,新一线,阳光玫瑰葡萄新鲜采摘，低温锁鲜锁鲜；无蔗糖，健康无负担；口感清爽不腻，咬一口满满的幸福感；常温密封保存，家庭常备零食/食材。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000023,115151,200136,2024-10-07 00:11:58,1,4057.07,Alipay,,Delivered,北京市,87,M,51,北京市,Apple iPhone 15 Pro,Apple,3C电子,4057.07,0,2023-03-15 11:20:58,32,新疆维吾尔自治区,三线,搭载骁龙8 Gen3，6GB+128GB超大存储，多任务切换无压力；6.1英寸Mini-LED，4800万超光变主摄，拍照录像效果拉满；3500mAh轻薄续航搭配120W闪充，告别电量焦虑，支持Wi-Fi 6，日常使用更便捷。，iOS生态无缝衔接，极简设计手感出众，品质可靠，售后无忧。
3000024,186469,200984,2025-01-01 09:51:58,1,376.0,WeChatPay,,Cancelled,天津市,56,F,56,河南省,Nike Air Jordan 1,Nike,服装鞋帽,376.0,0,2022-02-01 14:01:31,30,西藏自治区,三线,专为运动健身打造，羊毛混纺透气不闷汗；修身显瘦宽松不束缚，防滑橡胶底确保耐穿；耐磨耐穿，魔术贴固定提升时尚感，搭配各种服饰都百搭。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000025,157893,200100,2024-07-28 10:38:27,1,9217.52,WeChatPay,,Delivered,广州市,57,M,41,黑龙江省,华为 Pura 70 Pro+,华为,3C电子,9217.52,0,2022-03-06 23:11:45,27,台湾省,新一线,搭载A17 Pro，6GB+128GB超大存储，多任务切换无压力；7.9英寸Liquid视网膜屏，3200万前置人像，拍照录像效果拉满；5000mAh大电池搭配120W闪充，告别电量焦虑，支持蓝牙5.3，日常使用更便捷。，鸿蒙系统自研芯片，国产科技标杆，品质可靠，售后无忧。
3000026,155123,200304,2024-08-03 04:05:29,1,81.27,Alipay,FlashSale,Delivered,天津市,49,F,20,山东省,农夫山泉 东方树叶,农夫山泉,食品生鲜,101.59,1,2023-07-25 18:47:44,32,新疆维吾尔自治区,三线,选自内蒙古呼伦贝尔的五常大米，品质上乘；自然晾晒保留原汁原味，高蛋白；口感醇厚浓郁，老少皆宜；常温密封保存，新鲜直达。，天然水源，健康饮品，品质可靠，售后无忧。
3000027,185557,200767,2024-10-27 23:34:11,1,237.65,Alipay,,Delivered,深圳市,30,F,28,四川省,全棉时代 婴儿湿巾,全棉时代,家居日用,237.65,0,2022-04-22 03:49:21,14,江西省,二线,精选天然竹纤维制作，高温烧制做工精细；70x140cm适配多种空间，客厅均可摆放；折叠收纳，清洁方便，全家老少都能用。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
3000028,177897,200993,2024-10-02 02:24:53,1,140.63,Alipay,,Delivered,南京市,56,F,29,甘肃省,蒙牛 安慕希酸奶,蒙牛,食品生鲜,140.63,0,2021-01-07 22:08:59,10,江苏省,新一线,科尔沁牛肉新鲜采摘，低温锁鲜锁鲜；高蛋白，健康无负担；口感脆甜多汁，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，国民品牌，营养健康，品质可靠，售后无忧。
3000029,125891,200289,2024-02-25 22:04:11,1,147.97,Alipay,,Delivered,北京市,44,M,39,云南省,三只松鼠 芒果干,三只松鼠,食品生鲜,147.97,0,2021-08-16 02:22:35,10,江苏省,新一线,选自智利进口的五常大米，品质上乘；传统烘焙保留原汁原味，高蛋白；口感香甜软糯，老少皆宜；-18℃冷冻，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000030,184711,200856,2024-09-18 09:46:11,1,155.11,CreditCard,Coupon,Delivered,杭州市,35,F,57,山东省,三只松鼠 碧根果,三只松鼠,食品生鲜,172.34,0,2023-02-05 11:24:24,12,安徽省,二线,选自山东烟台的精选红枣，品质上乘；传统烘焙保留原汁原味，富含维生素C；口感清爽不腻，老少皆宜；-18℃冷冻，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000031,158968,200709,2024-09-15 22:01:50,2,531.66,WeChatPay,,Delivered,成都市,69,F,48,河北省,全棉时代 纱布浴巾,全棉时代,家居日用,265.83,0,2022-05-02 16:03:02,31,宁夏回族自治区,三线,硅胶天然环保，无甲醛无异味；1.2m床适用设计，车载使用刚好；吸水透气，超声波焊接确保品质，日常使用便捷耐用，提升生活幸福感。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
3000032,193845,200388,2024-10-30 13:17:25,1,9883.59,Alipay,,Delivered,武汉市,51,M,41,贵州省,华为 Pura 70 Pro+,华为,3C电子,9883.59,1,2021-02-22 04:02:43,34,澳门特别行政区,一线,2K+120Hz高刷屏显示细腻，刷新率高达120Hz，游戏观影体验流畅；天玑9300性能强劲，轻松运行大型应用；1亿像素三摄系统加持，暗光拍摄清晰明亮；NFC一应俱全，生活办公好帮手。，鸿蒙系统自研芯片，国产科技标杆，品质可靠，售后无忧。
3000033,123320,200720,2024-10-03 15:43:09,1,288.76,Alipay,,Paid,上海市,46,M,47,四川省,全棉时代 纯棉柔巾,全棉时代,家居日用,288.76,0,2022-07-17 08:48:09,5,河北省,二线,精选环保PP材质制作，高温烧制做工精细；直径20cm适配多种空间，客厅均可摆放；防滑耐磨，清洁方便，全家老少都能用。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
3000034,137997,200545,2024-11-09 22:53:51,1,101.97,WeChatPay,,Cancelled,西安市,22,Unknown,48,广东省,完美日记 探险家眼影盘,完美日记,美妆护肤,101.97,0,2022-06-18 05:19:20,19,广东省,一线,含神经酰胺核心成分，主打保湿维稳；质地丝滑膏状，易吸收不黏腻，敏感肌适用；坚持使用24小时保湿，肌肤状态明显改善，无香精，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000035,132205,200910,2024-11-23 15:18:16,1,7854.34,WeChatPay,,Shipped,武汉市,61,Unknown,53,湖南省,小米 Xiaomi Book Air,小米,3C电子,7854.34,0,2023-11-22 14:13:57,2,上海市,一线,搭载A17 Pro，12GB+512GB超大存储，多任务切换无压力；6.1英寸Mini-LED，1亿像素三摄，拍照录像效果拉满；6000mAh超长待机搭配120W闪充，告别电量焦虑，支持红外遥控，日常使用更便捷。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000036,108541,200409,2024-06-10 09:02:46,2,744.72,Cash,,Delivered,深圳市,42,F,27,安徽省,花西子 同心锁口红,花西子,美妆护肤,372.36,0,2023-04-11 14:36:49,6,山西省,二线,含烟酰胺核心成分，主打提亮肤色；质地清爽乳液状，易吸收不黏腻，油皮适用；坚持使用早晚使用28天见效，肌肤状态明显改善，无香精，敏感肌也能安心用。，东方美学彩妆，温和养肤配方，品质可靠，售后无忧。
3000037,135003,200163,2024-06-07 18:36:27,1,1423.25,WeChatPay,,Shipped,上海市,24,F,23,福建省,华为 MateBook X Pro,华为,3C电子,1423.25,0,2021-08-22 14:48:54,13,福建省,新一线,搭载苹果M3，6GB+128GB超大存储，多任务切换无压力；7.9英寸Liquid视网膜屏，3200万前置人像，拍照录像效果拉满；5000mAh大电池搭配45W无线快充，告别电量焦虑，支持Wi-Fi 6，日常使用更便捷。，鸿蒙系统自研芯片，国产科技标杆，品质可靠，售后无忧。
3000038,184499,200192,2024-07-15 02:47:41,1,399.76,WeChatPay,,Delivered,深圳市,35,M,34,香港特别行政区,Lancôme 持妆粉底液,Lancôme,美妆护肤,399.76,0,2024-08-11 22:25:47,27,台湾省,新一线,神经酰胺与神经酰胺复配，美白淡斑效果加倍；水润凝胶上脸舒适，早晚使用28天见效；通过皮肤科测试，无色素配方温和，日常通勤/约会必备。，法国高端护肤，大牌品质保障，品质可靠，售后无忧。
3000039,137970,200181,2024-12-28 06:23:44,1,75.23,Alipay,,Delivered,成都市,35,F,47,湖北省,三只松鼠 碧根果,三只松鼠,食品生鲜,75.23,0,2022-06-13 15:56:45,24,陕西省,新一线,选自智利进口的烟台苹果，品质上乘；巴氏杀菌保留原汁原味，无蔗糖；口感醇厚浓郁，老少皆宜；180天，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000040,172997,200678,2024-08-29 06:01:58,1,1662.08,WeChatPay,Coupon,Delivered,南京市,35,F,18,内蒙古自治区,小米 Xiaomi Book Air,小米,3C电子,1846.76,0,2023-10-08 19:05:31,24,陕西省,新一线,搭载骁龙8 Gen3，16GB+1TB超大存储，多任务切换无压力；6.7英寸OLED直屏，5000万莱卡联名，拍照录像效果拉满；5000mAh大电池搭配65W有线快充，告别电量焦虑，支持IP68防水，日常使用更便捷。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000041,147775,200366,2024-11-11 20:35:32,1,34.59,WeChatPay,Coupon,Paid,武汉市,38,M,35,西藏自治区,蒙牛 特仑苏纯牛奶,蒙牛,食品生鲜,38.43,0,2024-03-09 02:41:58,21,四川省,新一线,科尔沁牛肉新鲜采摘，巴氏杀菌锁鲜；富含维生素C，健康无负担；口感香甜软糯，咬一口满满的幸福感；180天，家庭常备零食/食材。，国民品牌，营养健康，品质可靠，售后无忧。
3000042,146156,200878,2024-09-30 20:32:52,2,579.58,Alipay,,Delivered,西安市,48,M,28,宁夏回族自治区,MUJI 无印良品四件套,MUJI,家居日用,289.79,0,2022-06-18 20:34:03,14,江西省,二线,环保PP材质天然环保，无甲醛无异味；500ml设计，浴室使用刚好；可微波加热，手工缝制确保品质，日常使用便捷耐用，提升生活幸福感。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000043,100539,200170,2024-09-06 09:01:21,2,4331.14,WeChatPay,FlashSale,Shipped,北京市,37,M,59,山东省,小米 Xiaomi 14 Ultra,小米,3C电子,2706.96,0,2021-05-25 10:13:35,21,四川省,新一线,6.1英寸Mini-LED显示细腻，刷新率高达120Hz，游戏观影体验流畅；A17 Pro性能强劲，轻松运行大型应用；5000万莱卡联名系统加持，暗光拍摄清晰明亮；5G双模一应俱全，生活办公好帮手。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000044,115027,200670,2024-04-02 04:08:02,2,259.3,WeChatPay,,Pending,深圳市,45,M,54,新疆维吾尔自治区,MUJI 香薰机,MUJI,家居日用,129.65,0,2022-12-27 09:26:45,18,湖南省,新一线,硅胶天然环保，无甲醛无异味；直径20cm设计，卧室使用刚好；自动闭合，超声波焊接确保品质，日常使用便捷耐用，提升生活幸福感。，日式极简风格，环保无印设计，品质可靠，售后无忧。
3000045,103204,200779,2024-06-25 02:40:44,1,97.73,Alipay,Coupon,Delivered,南京市,20,M,58,湖北省,花西子 玉养粉底液,花西子,美妆护肤,108.59,0,2022-07-16 06:32:57,18,湖南省,新一线,含维生素C核心成分，主打深层补水；质地丝滑膏状，易吸收不黏腻，油皮适用；坚持使用早晚使用28天见效，肌肤状态明显改善，无色素，敏感肌也能安心用。，东方美学彩妆，温和养肤配方，品质可靠，售后无忧。
3000046,119564,200398,2024-10-25 20:56:48,2,826.96,DebitCard,Coupon,Shipped,天津市,26,F,24,湖北省,UNIQLO UT印花T恤,UNIQLO,服装鞋帽,459.42,0,2022-12-28 18:34:37,19,广东省,一线,牛仔布柔软舒适，防滑橡胶底质感出众；oversize修饰身形，日常通勤穿都合适；透气排汗，反光条设计贴心，久穿不变形，性价比超高。，简约百搭，舒适日常穿着，品质可靠，售后无忧。
3000047,135800,200052,2024-09-05 13:08:37,1,79.78,WeChatPay,,Delivered,北京市,59,Unknown,31,西藏自治区,农夫山泉 天然矿泉水,农夫山泉,食品生鲜,79.78,0,2023-07-22 09:25:32,8,吉林省,二线,选自智利进口的深海三文鱼，品质上乘；传统烘焙保留原汁原味，高蛋白；口感醇厚浓郁，老少皆宜；180天，新鲜直达。，天然水源，健康饮品，品质可靠，售后无忧。
3000048,165420,200267,2024-06-28 03:11:02,1,214.24,Alipay,Coupon,Paid,北京市,56,Unknown,42,吉林省,网易严选 日式和风四件套,网易严选,家居日用,238.05,0,2024-11-19 15:50:52,26,青海省,三线,天然竹纤维天然环保，无甲醛无异味；70x140cm设计，办公室使用刚好；可微波加热，高温烧制确保品质，日常使用便捷耐用，提升生活幸福感。，严选品质，高性价比，品质可靠，售后无忧。
3000049,114272,200020,2024-12-14 20:58:18,1,428.09,WeChatPay,,Pending,成都市,64,M,25,新疆维吾尔自治区,Nike Air Jordan 1,Nike,服装鞋帽,428.09,0,2021-05-01 16:37:46,16,河南省,新一线,牛仔布柔软舒适，水洗工艺质感出众；微喇修饰身形，日常通勤穿都合适；防水防污，抽绳调节设计贴心，久穿不变形，性价比超高。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000050,165866,200355,2024-12-17 13:20:13,1,30.46,WeChatPay,,Delivered,上海市,50,F,53,福建省,三只松鼠 芒果干,三只松鼠,食品生鲜,30.46,0,2021-12-08 19:12:26,26,青海省,三线,阳光玫瑰葡萄新鲜采摘，传统烘焙锁鲜；无蔗糖，健康无负担；口感香甜软糯，咬一口满满的幸福感；-18℃冷冻，家庭常备零食/食材。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000051,183323,200856,2024-06-08 09:32:23,1,172.34,DebitCard,,Shipped,南京市,53,M,40,西藏自治区,三只松鼠 碧根果,三只松鼠,食品生鲜,172.34,0,2023-02-05 11:24:24,12,安徽省,二线,选自山东烟台的精选红枣，品质上乘；传统烘焙保留原汁原味，富含维生素C；口感清爽不腻，老少皆宜；-18℃冷冻，新鲜直达。，互联网零食巨头，品质严选，品质可靠，售后无忧。
3000052,143126,200477,2024-09-13 05:25:47,1,7718.37,Cash,Coupon,Shipped,南京市,37,F,19,贵州省,Apple AirPods Pro,Apple,3C电子,8575.97,1,2022-04-08 13:02:05,16,河南省,新一线,6.7英寸OLED直屏显示细腻，刷新率高达120Hz，游戏观影体验流畅；天玑9300性能强劲，轻松运行大型应用；1亿像素三摄系统加持，暗光拍摄清晰明亮；NFC一应俱全，生活办公好帮手。，iOS生态无缝衔接，极简设计手感出众，品质可靠，售后无忧。
3000053,160638,200055,2024-12-17 09:01:37,1,9074.63,Alipay,,Shipped,天津市,42,F,20,河南省,小米 Redmi K70 Pro,小米,3C电子,9074.63,1,2022-07-24 20:32:46,25,甘肃省,二线,6.7英寸OLED直屏显示细腻，刷新率高达120Hz，游戏观影体验流畅；天玑9300性能强劲，轻松运行大型应用；5000万莱卡联名系统加持，暗光拍摄清晰明亮；5G双模一应俱全，生活办公好帮手。，性价比拉满，MIUI功能丰富，品质可靠，售后无忧。
3000054,156847,200826,2024-10-16 02:51:55,2,425.4,WeChatPay,,Delivered,深圳市,27,M,49,福建省,网易严选 智能马桶盖,网易严选,家居日用,212.7,1,2022-01-16 13:45:02,15,山东省,新一线,精选100%纯棉制作，高温烧制做工精细；直径20cm适配多种空间，厨房均可摆放；抗菌防螨，清洁方便，全家老少都能用。，严选品质，高性价比，品质可靠，售后无忧。
3000055,152392,200590,2024-12-13 15:08:05,1,69.41,Alipay,Coupon,Delivered,杭州市,37,M,46,海南省,完美日记 小金盖粉底液,完美日记,美妆护肤,77.12,0,2023-11-03 14:36:15,25,甘肃省,二线,含视黄醇核心成分，主打淡化细纹；质地轻薄水雾状，易吸收不黏腻，干皮适用；坚持使用8小时持妆，肌肤状态明显改善，无色素，敏感肌也能安心用。，国货彩妆新锐，性价比之选，品质可靠，售后无忧。
3000056,192276,200031,2024-11-27 19:10:28,1,63.29,Alipay,,Paid,西安市,29,M,58,吉林省,蒙牛 特仑苏纯牛奶,蒙牛,食品生鲜,63.29,0,2024-10-03 19:53:23,10,江苏省,新一线,阳光玫瑰葡萄新鲜采摘，低温锁鲜锁鲜；膳食纤维丰富，健康无负担；口感脆甜多汁，咬一口满满的幸福感；冷藏30天，家庭常备零食/食材。，国民品牌，营养健康，品质可靠，售后无忧。
3000057,125379,200556,2024-07-14 18:24:23,1,430.74,WeChatPay,,Paid,天津市,60,M,50,浙江省,花西子 玉养粉底液,花西子,美妆护肤,430.74,0,2021-03-07 12:53:53,28,内蒙古自治区,二线,烟酰胺与烟酰胺复配，淡化细纹效果加倍；丝滑膏状上脸舒适，8小时持妆；通过皮肤科测试，无防腐剂配方温和，日常通勤/约会必备。，东方美学彩妆，温和养肤配方，品质可靠，售后无忧。
3000058,129920,200562,2024-12-26 09:07:04,1,502.62,Alipay,,Cancelled,上海市,42,M,30,山东省,UNIQLO 羽绒服,UNIQLO,服装鞋帽,502.62,0,2023-02-14 09:38:09,22,贵州省,二线,聚酯纤维柔软舒适，无缝拼接质感出众；oversize修饰身形，户外出行穿都合适；透气排汗，撞色设计设计贴心，久穿不变形，性价比超高。，简约百搭，舒适日常穿着，品质可靠，售后无忧。
3000059,168447,200836,2024-06-19 19:52:13,1,364.74,DebitCard,,Delivered,杭州市,38,F,49,福建省,Nike 运动T恤,Nike,服装鞋帽,364.74,0,2021-10-04 03:20:37,6,山西省,二线,专为日常通勤打造，牛仔布透气不闷汗；修身显瘦宽松不束缚，精梳棉织造确保耐穿；弹性十足，魔术贴固定提升时尚感，搭配各种服饰都百搭。，美式街头风格，科技赋能运动，品质可靠，售后无忧。
3000060,149208,200223,2024-09-15 20:57:01,2,137.86,CreditCard,FlashSale,Paid,成都市,27,Unknown,50,山东省,全棉时代 婴儿湿巾,全棉时代,家居日用,86.16,1,2021-05-31 15:21:42,14,江西省,二线,环保PP材质天然环保，无甲醛无异味；1.2m床适用设计，办公室使用刚好；折叠收纳，无缝衔接确保品质，日常使用便捷耐用，提升生活幸福感。，100%纯棉材质，母婴适用，品质可靠，售后无忧。
